CodigoFaculdade;CodigoCurso;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome
4108;8145;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica
4108;8179;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4108;8249;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica
4108;9497;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica
4108;9500;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem
4108;9504;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação
4108;9505;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica
4108;9549;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas
4109;0197;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem
4109;1026;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica
4109;1169;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem
4109;1364;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação
4109;1364;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação
4109;1685;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica
4109;1697;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias
4109;8138;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação
4109;8139;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica
4109;8249;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica
4109;9455;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
4109;9500;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem
4109;9504;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação
4109;9556;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias
4109;9791;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias
4109;M232;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias
4111;0136;200;Artes e Humanidades;210;Artes;214;Design
4111;0140;200;Artes e Humanidades;210;Artes;214;Design
4111;4301;200;Artes e Humanidades;210;Artes;214;Design
4111;6436;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
4111;8134;200;Artes e Humanidades;210;Artes;211;Belas-Artes
4111;9069;200;Artes e Humanidades;210;Artes;214;Design
4111;9278;200;Artes e Humanidades;210;Artes;214;Design
4111;M017;200;Artes e Humanidades;210;Artes;214;Design
4112;0558;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4112;0563;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4112;6412;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4112;6865;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
4112;9206;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4112;9314;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4115;0118;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4115;0486;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
4115;0546;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4115;1121;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4115;1121;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4115;9056;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4115;9147;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4115;9186;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
4115;9254;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4120;0022;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
4120;0068;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e outros)
4120;0221;200;Artes e Humanidades;210;Artes;214;Design
4120;0222;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
4120;0366;200;Artes e Humanidades;210;Artes;211;Belas-Artes
4120;0621;200;Artes e Humanidades;210;Artes;211;Belas-Artes
4120;0778;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
4120;1149;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
4120;6056;200;Artes e Humanidades;210;Artes;211;Belas-Artes
4120;6416;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
4120;6436;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
4120;6840;200;Artes e Humanidades;210;Artes;211;Belas-Artes
4120;9070;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
4120;9072;200;Artes e Humanidades;210;Artes;214;Design
4120;9257;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
4120;9614;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
4125;0140;200;Artes e Humanidades;210;Artes;214;Design
4125;0251;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
4125;0333;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
4125;1152;200;Artes e Humanidades;210;Artes;214;Design
4125;1152;200;Artes e Humanidades;210;Artes;214;Design
4125;9070;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
4125;9097;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
4125;9681;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
4126;0022;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
4126;0586;600;Agricultura;640;Ciências Veterinárias;640;Ciências Veterinárias
4126;8258;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
4126;9257;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
4126;9576;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
4126;9847;600;Agricultura;640;Ciências Veterinárias;640;Ciências Veterinárias
4127;1121;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4127;1121;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4130;0016;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
4130;0037;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4140;0404;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
4140;0436;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
4140;2381;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;341;Comércio
4140;2400;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
4141;0404;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
4141;0409;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;341;Comércio
4141;0420;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
4141;1558;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
4141;1564;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
4141;1567;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4141;2381;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;341;Comércio
4141;2400;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
4141;9169;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4141;9172;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
4141;9647;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4141;M433;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4150;0039;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4150;0043;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4150;0225;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4150;0496;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4150;0605;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4150;0719;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4150;0736;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4150;0783;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4150;0805;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4150;2047;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4150;2386;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4150;2456;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4150;6280;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
4150;8273;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
4150;8274;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;341;Comércio
4150;9191;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
4150;9232;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4150;9233;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4150;9254;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4155;0426;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4155;1561;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4155;1561;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4155;2432;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4155;6309;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4155;9156;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4155;M003;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;341;Comércio
4156;0426;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4156;1561;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4156;1561;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4156;2432;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4156;6309;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4156;8057;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4156;9156;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4156;M003;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;341;Comércio
4157;1561;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4157;1561;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4157;6309;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4157;8057;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4157;9156;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4159;0104;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
4159;0193;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
4159;1109;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
4160;0117;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4160;0282;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
4160;1135;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4160;1135;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4160;1245;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
4160;1463;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
4160;1574;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
4160;2051;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4160;2197;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
4160;2465;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
4160;8248;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
4160;8492;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
4160;9061;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4160;9089;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
4160;9123;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
4160;9185;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
4170;0074;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4170;0438;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4170;0503;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
4170;0555;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4170;0734;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4170;1718;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4200;0415;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4200;0440;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4200;1027;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4200;1515;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4200;1515;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4200;1621;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4200;1786;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
4200;1792;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4200;2400;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
4200;2548;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4200;8387;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4200;9152;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4200;9173;800;Serviços;810;Serviços Pessoais;811;Hotelaria e Restauração
4200;9253;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
4200;9254;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4200;9685;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4200;M287;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
4220;0440;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4220;0770;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4220;1792;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4220;9152;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4220;9254;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4220;9627;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
4220;9649;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4250;0037;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4250;0042;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4250;0415;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4250;0800;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
4250;0805;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4250;1027;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
4250;1786;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
4250;1786;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
4250;1792;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4250;1792;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4250;2505;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
4255;0083;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4255;0095;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
4255;0423;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4255;0755;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
4255;4936;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
4255;6419;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
4255;9078;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
4255;9165;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4255;9238;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
4255;9242;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
4255;9279;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
4255;M447;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
4260;0082;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas
4260;0176;800;Serviços;810;Serviços Pessoais;813;Desporto
4260;0583;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias
4260;0597;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação
4260;0701;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
4260;6199;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação
4260;6241;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
4260;8059;400;Ciências, Matemática e Informática;420;Ciências da Vida;429;Ciências da Vida - programas não classificados noutra área de formação
4260;9494;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas
4260;9548;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias
4260;9554;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação
4260;9792;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
4260;9822;700;Saúde e Protecção Social;720;Saúde;729;Saúde - programas não classificados noutra área de formação
4260;M067;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
4261;0063;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
4261;0082;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas
4261;0176;800;Serviços;810;Serviços Pessoais;813;Desporto
4261;0583;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias
4261;0668;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias
4261;0701;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
4261;6046;400;Ciências, Matemática e Informática;420;Ciências da Vida;429;Ciências da Vida - programas não classificados noutra área de formação
4261;6256;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica
4261;6386;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
4261;6614;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
4261;6638;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
4261;6813;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
4261;8037;800;Serviços;810;Serviços Pessoais;813;Desporto
4261;8059;400;Ciências, Matemática e Informática;420;Ciências da Vida;429;Ciências da Vida - programas não classificados noutra área de formação
4261;8068;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
4261;9015;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
4261;9219;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
4261;9351;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
4261;9494;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas
4261;9548;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias
4261;9554;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação
4261;9609;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias
4261;9622;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
4261;L006;800;Serviços;810;Serviços Pessoais;813;Desporto
4270;0013;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
4270;0180;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
4270;0182;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
4270;0625;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
4270;0655;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;0689;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;0692;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;0707;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;0809;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4270;1189;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
4270;1189;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
4270;1633;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;1637;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;1642;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;1643;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;1796;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4270;2156;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;2171;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
4270;2855;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
4270;2857;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;2859;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;2863;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;2865;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;2868;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;6293;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
4270;6658;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
4270;6914;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
4270;6915;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;6924;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;6925;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;9005;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
4270;9084;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
4270;9254;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
4270;9736;800;Serviços;810;Serviços Pessoais;813;Desporto
4270;9736;800;Serviços;140;Formação de Professores/Formadores e Ciências da Educação;813;Desporto
4270;9853;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
4270;9878;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;146;Formação de Professores e Formadores de Áreas Tecnológicas
